novel_review_id,raw_language_scope,title,description,proposed_tag_count,proposed_tags
nrv_25a99047c6495e4646505316,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",L'Oméga rejetée s'avère être la Princesse Lycan,"Pendant trois ans, j'ai récuré des tables. J'étais « la gamine sans-louve », cachant ma véritable identité : la fille du Roi Lycan.

C'était un test pour mon fiancé, l'Alpha Victor. Je voulais voir s'il aimait la femme, ou juste la couronne.

Ce soir, il a lamentablement échoué.

Sa maîtresse, Jade, a délibérément renversé un plateau de boissons sur moi en plein service.

Le liquide n'était pas de l'alcool. C'était de l'argent concentré.

Ma chair a grésillé et bouilli tandis que le poison me rongeait la peau, bloquant toute capacité de guérison.

Je suis tombée au sol, serrant ma main qui fondait, pendant que Jade simulait des larmes en prétendant que je l'avais attaquée.

Quand Victor a enfin répondu à l'appel vidéo, il a vu ma main déchiquetée. Il a senti la chair brûlée. Il savait que c'était de l'argent.

Mais il ne m'a pas aidée.

Il a regardé sa montre, furieux que j'interrompe sa réunion d'affaires avec des investisseurs.

« Excuse-toi auprès de Jade », a-t-il ordonné, utilisant son Ordre de l'Alpha pour m'écraser de sa volonté.

« À genoux. Maintenant. »

La douleur était aveuglante, mais la trahison était une blessure bien plus profonde. Il forçait sa Partenaire Prédestinée à s'incliner devant la femme qui avait tenté de la mutiler.

Mes genoux ont plié sous la pression, mais mon sang Royal a refusé de céder.

J'ai regardé droit dans l'objectif de la caméra.

« Non », ai-je murmuré.

J'ai plongé la main dans mon tablier, ignorant mon carnet, et j'en ai sorti un téléphone satellite noir que je n'avais pas touché depuis des années.

« Code Noir », ai-je dit au Roi à l'autre bout du fil. « Envoie la Garde. »

Victor pensait qu'il disciplinait une serveuse.

Il ne savait pas qu'il venait de déclarer la guerre à la Famille Royale.",2,ct-v1-royalty|royalty|王室|Royal ;; ct-v1-werewolf-alpha|werewolf-alpha|Alpha（狼人首领）|Alpha
nrv_26b5c5d78cd5e61c4d1bb350,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",盛世惊凰：嫡女皇妃要逆天,"“你的存在就是我的耻辱！”南宫景不明白身为兵部尚书府的当家主母为什么这么容不下她这个庶女，还没来得及问清楚原因就一命呜呼。
　　南宫景也没想到她这个不明不白的冤魂连阎王都不收，转一圈居然又回到到了兵部尚书府，只不过，岁月倒流在了她十二岁那年。
南宫景是兵部尚书府庶女，却被当家主母各种嫌弃最后用一张手绢亲手送她归西。重生之后才明白，从头到尾就是一个阴谋。
上天给了她机会将一切疑团慢慢解开……
",1,ct-v1-rebirth|rebirth|重生|重生
nrv_26c09dbaad0d8356d0068de5,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""15\""]"",[""string"",""菲律宾语""]]",12 Signs,"Naniniwala ka ba sa mga signs? Kung oo, anu-anong signs nga ba ang mga hinihingi mo?

Althea Marie Madrigal is a freshman college student who believed in signs. She has a suitor named Terrence Robles, every signs she had, it is always happened but it is not because of his suitor but it's all connected to the person she was avoiding for a couple of months, and that person is Cyden Aria Leigh Imperial.

What Althea can do once she found out that Terrence is playing about her feelings? Will she still believe in her signs or will she follow the desires of her heart?
",1,ct-v1-student|student|学生|student
nrv_278d9053405a89b054844de1,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]","Ses épouses, leurs trahisons, sa rédemption","En tant qu'unique héritier de la dynastie de Montclair, trois propositions de mariage me furent présentées.

Elles venaient des filles des plus puissantes familles de Bordeaux : Chloé, Camille et Juliette. Mes amies d'enfance, celles que j'avais aimées toute ma vie.

Mais ma vie n'a été qu'une descente aux enfers.

Je les ai épousées, l'une après l'autre. Et l'une après l'autre, elles sont mortes en protégeant le même homme : Luc Fournier, le fils du régisseur de notre domaine.

Sur son lit de mort, ma troisième épouse, Juliette, m'a avoué l'atroce vérité.

« Nous n'avons jamais aimé que Luc. »

Elle m'a raconté qu'elles m'avaient épousé pour mon pouvoir, utilisant le nom des Montclair comme un bouclier pour protéger leur amant de basse condition et le garder dans leur vie.

Mes mariages, leurs morts... tout n'était qu'un mensonge. Je n'étais pas un mari ; j'étais un garde du corps. Un idiot cocu, le dindon de la farce dans leur romance tragique.

J'ai passé mon existence dans un rôle de personnage secondaire et je suis mort vieux, seul, avec pour seule compagnie la pitié de toute la ville. Ma vie entière n'avait été qu'une farce cruelle.

Et j'en étais la chute.

Jusqu'à ce que j'ouvre à nouveau les yeux.

J'avais vingt-quatre ans. J'étais debout, face à mes parents. Et sur la table, les trois mêmes écrins de velours.",1,ct-v1-romance|romance|言情|romance
nrv_2842d9e99dc2f0be7286a22a,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Vows in the Shadows,"She signed a contract to survive. She never expected to fall for the devil himself.

Amanda Holson's quiet life as a gallery assistant shatters when she's forced into a contract marriage with Leonardo Castelli-a billionaire whose name is whispered in the shadows of New York's underworld. Ruthless, powerful, and dangerously captivating, Leonardo is a man who always gets what he wants.

At first, Amanda is just another piece in his game. But as the lines blur between duty and desire, she begins to see the man behind the cold, calculated mask. Secrets unravel, enemies close in, and soon, Amanda must decide: can she trust the man who owns her... or will loving him cost her everything?

In a world where love is a weakness and power is everything, can their hearts survive the darkness?",3,ct-v1-contract-marriage|contract-marriage|契约婚姻|contract marriage ;; ct-v1-happy-ending|happy-ending|圆满结局|he ;; ct-v1-marriage|marriage|婚姻题材|marriage
nrv_284a6fd85c0d3109f03f0fb2,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",娇宠医妃：短命王爷缠不休,【医妃+空间+替嫁+甜宠+男强女更强】一代天才医者带着神秘空间穿越到一个崭新的世界，成了替亲妹妹出嫁冲喜的工具人王妃。王府里有人想她死，娘家有人要她命，就连皇宫里也有人看她不顺眼。她的好妹妹，不是你自己当初要姐姐替你出嫁的吗，怎么现在看着王爷活蹦乱跳的，就想除掉姐姐，自己上位了？朝中大臣设计陷害，还要在耳边搞阴谋论。何沉烟：“王爷，有人觊觎我~”楚骁：“走开！王妃只能是我一个人的。”,3,ct-v1-sweetness|sweetness|甜宠|甜宠 ;; ct-v1-genius|genius|天才|天才 ;; ct-v1-substitute-marriage|substitute-marriage|替嫁|替嫁
nrv_28d9fe24f7e2f34adac76477,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""8\""]"",[""string"",""意大利语""]]","Luna Rifiutata, Rivendicata dal Re","Ero un'orfana senza-lupo, tollerata nel Branco solo come caso di carità. La mia unica speranza era Braydon, il mio migliore amico e protettore, che mi aveva giurato che la mia mancanza di un lupo non importava.

Ma la notte in cui divenne Alpha, mi umiliò davanti a tutti. Scelse la figlia di un Alpha alleato come sua Luna, cancellandomi con una risata, per poi esigere che restassi la sua obbediente e patetica bestiolina domestica.

Disperata e in fuga, feci l'impensabile. Incontrai l'uomo più terrificante del continente, il Re dei Lycan Dallas Marshall, e lo pregai di sposarmi. Firmai un contratto vincolante, vendendo la mia anima e la mia libertà in cambio del suo nome e della sua protezione assoluta. Quando Braydon lo scoprì, impazzì di rabbia, minacciando di uccidere il mio nuovo marito pur di trascinarmi di nuovo nel suo inferno.

Credevo di aver barattato una prigione con una gabbia dorata, finendo nelle mani di un mostro spietato a cui serviva solo una finta moglie. Non capivo perché mi avesse comprato un anello inestimabile, né perché i suoi occhi neri mi fissassero con un'ossessione così predatrice e possessiva.

Finché Braydon non osò usare una collana rubata dal cadavere di mia madre per cercare di ricomprarmi. Quel pomeriggio, il Re dei Lycan mandò in bancarotta l'intero Branco Hyde in poche ore, mi intrappolò contro una libreria e, con un ringhio feroce, mi disse che valevo più di qualsiasi regno. Lì capii di non aver firmato per uno scudo, ma di aver risvegliato un dio che mi aspettava da sempre.",1,ct-v1-werewolf-alpha|werewolf-alpha|Alpha（狼人首领）|Alpha
nrv_294b1be530f615d2b4209ab6,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",修真小邪妃,"天才修真少女一夕穿越成了重生复仇的白府嫡女。打渣男，虐小妾！
她想事了拂袖去，深藏功与名。某世子却拉住她衣袖：“夺走我心还想离开？”

“不然？”
“以心易心，方为不亏。”
",2,ct-v1-legitimate-daughter|legitimate-daughter|嫡女|嫡女 ;; ct-v1-genius|genius|天才|天才
nrv_295d4bfb830c10dc8d0d592f,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Voyage of the Beagle ,"The Voyage of the Beagle is the title most commonly given to the book written by Charles Darwin and published in 1839 as his Journal and Remarks, bringing him considerable fame and respect. This was the third volume of The Narrative of the Voyages of H.M. Ships Adventure and Beagle, the other volumes of which were written or edited by the commanders of the ships. Journal and Remarks covers Darwin's part in the second survey expedition of the ship HMS Beagle. Due to the popularity of Darwin's account, the publisher reissued it later in 1839 as Darwin's Journal of Researches, and the revised second edition published in 1845 used this title. A republication of the book in 1905 introduced the title The Voyage of the ""Beagle"", by which it is now best known.",1,ct-v1-adventure|adventure|冒险|Adventure
nrv_29dd5013a5c4989536c94c70,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",逆天小毒妃,"南宮離，二十一世紀藥師世家之女，採藥喪命，魂穿異界大陸，附身同名同姓少女身上。 什麼，此女廢柴，懦弱無能？沒關系，左手《丹毒典》，右手通天塔，毒丹在手，巨塔在側，誰若囂張，讓誰遭殃。 尼瑪，太子悔婚，轉賜廢物王爺？姐要逆天，虐死你們這羣渣。 廢柴變天才，懦女變毒女，邪王守護，遍走天下！
",2,ct-v1-crown-prince|crown-prince|太子|太子 ;; ct-v1-genius|genius|天才|天才
nrv_2a2a1e3ce62c5544f38c7cc5,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""9\""]"",[""string"",""日语""]]",夫に殴られたので、通報して人生始めました,"夫に家庭内暴力を振るわれたので、即座に通報した。

義母は言った――「どこの夫婦だって喧嘩くらいするものよ」と。

……そうなの？

その後、彼はほとんど日常生活すら送れないほどのケガを負うことになった。

慌てて義父母が仲裁に乗り出してきたけれど、

「夫婦で喧嘩しないところなんてないでしょ？」――そう言って、今度はこちらが一蹴した。",1,ct-v1-family|family|家庭|家庭
nrv_2a46617f81908f68f64e227a,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",Al Faro del Amor,"""Estaremos casados por sólo un mes. Después de eso, nos divorciaremos de inmediato"".

A pesar de que su bisabuelo había arreglado su matrimonio antes de nacimiento, él no creía que una mujer tan informal y movida como ella merecía ser su esposa.

Poco sabían en aquel entonces que estaban destinados a estar juntos. Hiram, el CEO joven y apuesto que nunca sintió atracción por ninguna mujer, y Rachel, la belleza que de alguna manera traía mala suerte a todos los hombres con los que salía, se casaron, contra todo pronóstico. ¿Qué será de su vida de matrinomio?",1,ct-v1-wealthy-ceo|wealthy-ceo|豪门总裁|CEO
nrv_2af0b9b4b60cc651175c4ae6,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",毒妃萌寶：腹黑王爺賴上門,"二十一世紀警花蘭若漓穿越了，成護國郡主府不受寵的嫡女。
遭遇負心漢拋棄，娘死爹不疼，繼母庶妹坑，外帶癡傻沒心智，最可惡的是被人染指生了野孩子！這身份也是絕了！一個字慘……
他堂堂軒王心甘情願跑來頂這個綠帽子。
“娘親，那個俊逸的哥哥要當我爹。”
“不可，小包子趕緊逃。”
“美人，帶著我的種去哪？我不介意多生幾個，如何？”",2,ct-v1-legitimate-daughter|legitimate-daughter|嫡女|嫡女 ;; ct-v1-time-travel|time-travel|穿越|穿越
nrv_2b50afd6191e153abce91353,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",HIS REDEEMING LIGHT,"In a desperate bid to save her brother, Nikka finds herself getting into a contract marriage with her boss, Micheal Roberts. But there's a twist - Micheal, one of the city's most eligible bachelors, is only getting married for the sake of having a child. Will this arrangement lead to unexpected love or heartbreak? Find out in this captivating tale of sacrifice and unexpected romance. 
",3,ct-v1-contract-marriage|contract-marriage|契约婚姻|contract marriage ;; ct-v1-romance|romance|言情|romance ;; ct-v1-marriage|marriage|婚姻题材|marriage
nrv_2e1cec709165a7c01d509d19,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",傲世狂妃：倾城天下,一代霉女因父亲败光家底，走投无路之下，她被债主推下山崖，无意中进入明山玄境，获得了绝世神功。一次偶然的相遇，她有幸得到皇帝的宠爱，被封为后宫娘娘。山中的麻雀变凤凰，一入京都震天下。昔日的废材，一跃变成风华绝代的皇后。卷入宫斗，她将对手踩在脚下。脚踢天下贪官，拳打乱臣贼子。亲自带兵，征战天下，手握天下兵权，权倾朝野无人敌。且看她如何覆雨翻云，只手遮天，叱咤风云？,1,ct-v1-emperor|emperor|皇帝|皇帝
nrv_30274660fca983d7edaf6310,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",重生後，我被腹黑侯爺寵翻了,"上一世，謝家三房淪落為謝家的搖錢樹，謝芷柔更成為謝家攀附皇室的棋子，最終落得個滿門抄斬的結局。而這一切的罪魁禍首真是她嫡親的祖母、伯父……重生歸來，這一世，她護三房，鬥謝家，再將太子拉下馬！為了不讓三房重蹈覆轍，她陰狠算計，步步為營。
他，風流小侯爺，人前花心浪蕩，人後為她掃除陰謀暗算，陪她與太子暗中博弈，更為她披甲上戰場。
這一世，看她如何書寫錦繡繁華。",1,ct-v1-crown-prince|crown-prince|太子|太子
nrv_3038de4d0bcc0325c8e54cb3,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""5\""]"",[""string"",""葡语""]]",Amor Oculto ,"Carolina sempre foi uma mulher independente, com a carreira dos sonhos e a vida perfeitamente organizada. Tudo muda quando ela conhece Alejandro, um enigmático empresário cuja sedução é tão irresistível quanto os segredos que ele esconde. Entre encontros apaixonantes e momentos de tensão, Carolina se vê envolvida em um romance intenso e perigoso. Mas à medida que o amor floresce, ela descobre que o passado de Alejandro pode colocar tudo a perder. Será que o desejo será suficiente para superar as sombras que os cercam, ou os segredos de Alejandro destruirão o que eles construíram?",1,ct-v1-romance|romance|言情|romance
nrv_30665770b00ef6e5095537e6,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""11\""]"",[""string"",""印尼""]]",En-PD154,"Di arena pertarungan, setelah perjuangan mati-matian melawan lawan, akhirnya aku meraih kehormatan sepuluh kemenangan berturut-turut.

Berbalik, aku mendengar kekasih dari tunanganku, yang merupakan cinta pertamanya, merangkul lengannya sambil menertawakan aku,

""Wanita kasar, ceroboh, dan tidak berkelas tinggi, tidak pantas untukmu?""

Aku refleks menatap Roderick, berpikir dia akan memberi pelajaran keras atas kata-kata kasar itu.

Namun, pria yang kemarin masih lembut dan penuh perhatian kepadaku, kini membelai lembut kepala wanita itu, tersenyum kecil, ""Kamu cemburu, ya?"" ""

Tenang saja, di hatiku hanya ada kamu.""

Melihat mereka berdua dengan bebasnya bermesraan, hatiku perlahan menjadi dingin.

Kasar, rendah, dan tidak berkelas tinggi?

Aku tersenyum sinis, lalu menghubungi ayahku, sang bos mafia: ""Ayah, tunda pernikahan ini. Aku ingin memilih pasangan yang lain.""

Tenang saja, di hatiku hanya ada kamu.""",1,ct-v1-mafia|mafia|黑帮|mafia
nrv_3074564e7505fe5699b1a189,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",Les liens  de l'amour ,"***Prologue:***

Je suis assis dans ce restaurant en fixant depuis déjà 30 minutes la porte par laquelle est sortie la femme de ma vie. Je n'arrive pas encore à croire ce qui m'arrive en ce moment, je baisse mes yeux et je regarde à nouveau les papiers du divorce qu'elle a posés devant moi afin que je les signe. J'ai beau réfléchir, je n'y arrive vraiment pas. C'est vraiment une mauvaise blague.

 ",1,ct-v1-divorce|divorce|离婚|divorce
nrv_31f16789a9fa9f23b1f7a7c8,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",Mi virgen Hermanastra,"Eduardo es un CEO divorciado que se amargo el alma debido a su ex esposa, pero conoce a  su hermanastra una joven hermosa y virginal y se prenda de ella, decide follar con Marlyn a escondidas y la obliga a no decir nada, solo que a ella también le termina gustando follar con su hermanastro.

De las simples atracciones sexuales siempre termina involucrándose el corazón... es el precio que debes pagar.",1,ct-v1-wealthy-ceo|wealthy-ceo|豪门总裁|CEO
nrv_321ed1267e5fa9d183dd1466,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Truth Seekers,"In the enchanting realm of Anuradhapura, Prince Kavinda embarked on a perilous quest to restore balance and defeat the forces of darkness. Alongside his loyal companions, he ventured into the mystical Enchanted Grove, where they underwent transformative trials and unlocked hidden potential within themselves.

Guided by the wisdom of the guardian, they harmonized their energies with the ancient Tree of Ascendance, receiving profound visions and insights. Equipped with the sacred artifact, the Heart of Unity, they emerged from the grove, ready to face the final battle.

Their journey continued as they encountered mythical creatures, engaged in thrilling adventures, and faced love rivalries. Princess Leena, Prince Kavinda's true love, stood by his side, proving her loyalty and strength. Together, they faced numerous challenges and demonstrated their unwavering commitment to each other.

In the city of Anuradhapura, they rebuilt the realm, restructuring the economy and embracing new technologies. With the support of loyal servants, Prince Kavinda and Princess Leena led a humble yet fulfilling life. The prince proved to be a doting husband, cherishing his princess, while she embraced her role as a caring housewife.

Their joy knew no bounds when they received the news of the princess's pregnancy. The royal doctor and ten dedicated nannies ensured her well-being and provided the utmost care. To their surprise, they discovered that they were not expecting just one baby, but a triplet. The Wisest Guru of the realm deemed it a greater blessing for the kingdom.

As the princess gave birth, two boys and one girl entered the world, bringing immense happiness and love. The little triplets were adored by all, their beauty and cuteness captivating the hearts of the entire realm. Prince Kavinda felt like the most blessed ruler, grateful for the precious gifts bestowed upon him.

With the birth of the triplets, Prince Kavinda, Princess Leena, and their new royal family lived happily ever after. The realm celebrated their joy, and the legacy of their love and unity resonated throughout Anuradhapura.

The story concludes with a sense of fulfillment and contentment, as the kingdom thrived under the wise and compassionate rule of Prince Kavinda. The tale of their adventures, challenges, and triumphs served as an inspiration for generations to come, reminding them of the power of love, unity, and the enduring spirit of Anuradhapura.",3,ct-v1-doctor|doctor|医生|doctor ;; ct-v1-family|family|家庭|family ;; ct-v1-happy-ending|happy-ending|圆满结局|he
nrv_32bf0bb49a68e3a2dfa64b11,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Return of Ultra,"Everyone had the right to choose his or her life. Maybe many people wanted to live an ordinary life, but Qin Sheng didn’t want to be a mediocre man. He had practiced martial arts under the guidance of his grandfather in the Zhongnan Mountains since he was a child. After two years’ wandering life, he decided to settle in Shanghai, so he contacted Han Guoping, a rich businessman, and took the job as his daughter’s safeguard. He thought that he only needed to protect Han Bing. However, things seemed more complicated. He got to know that Han Guoping offended a powerful figure and his life might be in danger. What would Qin Sheng do to help the Han family? Would he turn the tables?",3,ct-v1-family|family|家庭|family ;; ct-v1-tragic-ending|tragic-ending|悲剧结局|be ;; ct-v1-happy-ending|happy-ending|圆满结局|He
nrv_334eef50fa07da9832a22980,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",海島求生：我在巨龜背上建家園,"海洋生物專業的辛陽一覺醒來，穿越到末日浩劫後的世界。
陸地下沉，海洋升高，一座座神秘的海島出世！
浩劫從未停止，唯有海島之上的種種寶物、機緣，才能帶給人類生存的機會。
華夏區第一天才辛陽，為尋得“東海瓊珠”為父治病，毅然登上“死地”石龜島！
石龜海島，光怪陸離，凡踏足者，九死一生！
【神獸訓練系統】啟動，辛陽成功締結第一隻契約神獸——蓬萊神鱉，踏上求生征程！
解決溫飽問題的同時，還要時刻防範抵禦來自其他種族的威脅。
因此，建立一個牢不可破的家園堡壘是重中之重！
當辛陽征服這整座島之後卻發現，這僅僅只是一個開始？！
碧藍晶體之謎，末日浩劫背後的真相……該何去何從？",2,ct-v1-genius|genius|天才|天才 ;; ct-v1-time-travel|time-travel|穿越|穿越
nrv_335f0e9475705eb82e1b57b4,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",The Love Pact,"Are you ready to fall in love with your enemy?

Louis had no choice but to accept Liam's offer instead of fighting with him. It's better if they will work together in breaking off their engagement. Their parents are the ones who orchestrated it and well, he and Liam both disagree with the idea because...

Hell! Liam was everything Louis hated in a man! And he thinks that the feeling is mutual. If Liam didn't have a point, he would not cooperate with him.

Then fear and confusion set into him. Why is Liam acting as if he's concerned about him? He doesn't want Liam to be sweet, concerned, or nice to him. It was making him feel...

Louis shook his head. For sure, Liam acting like that doesn't mean anything.",2,ct-v1-tragic-ending|tragic-ending|悲剧结局|be ;; ct-v1-happy-ending|happy-ending|圆满结局|he
nrv_343e0c80a04a59a3c92a344b,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",Entre el amor y la venganza ,"Es la historia de una chica que a los 16 años conoce un hombre guapo diferente, ella tiene dos hermanas idénticas a ella, son trillizas, pero la vida que llevan no les permite mostrarse a las tres juntas en público, son hijas de uno de los mayores capos de mafia, el lidera carteles en Rusia y estados unidos, por una tragedia del pasado tiene un enemigo a muerte que tiene un solo heredero.
Mariana la hermana mayor de las trillizas, se enamora de Dante, hijo heredero del otro cartel, juntos pasaran por muchas pruebas pues el padre de Dante al descubrir su relación hace mil cosas malas para destruirlos.
Ellos en su primera noche juntos Mariana queda embarazada, y Dante nunca se da cuenta de eso, pues su padre le hace creer que ella jugaba con él y solo quería matarlo para quedarse con su territorio, a ella el padre de Dante le roba su hijo y lo mata, le manda evidencia de que él que lo hizo fue Dante, ella jura vengarse de él a toda costa.
",1,ct-v1-mafia|mafia|黑帮|mafia
nrv_34c96531293cab5edd105537,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",Reborn on SAT Day: A Genius's Second Chance,"My name is Sarah Miller. I aced the SATs, my ticket to Stanford and a full scholarship – it should have been the greatest triumph of my life, a hard-earned escape from a mother who despised me and a twin sister who envied my every success.

But my mother, Karen, decided it was Jessie' s turn to shine. With a sneer, Jessie snatched my acceptance package, revealing their sinister plot: they' d forged documents, stealing my future and handing it to her.

When I tried to fight back, they launched a vicious counter-attack. Faked photos of ""me"" at wild parties, half-naked and drunk, flooded the internet, all blurred just enough to frame me. My best friend, Ashley, then publicly testified to my ""insanity"" and ""promiscuity"" for a bribe.

The school believed them. Stanford revoked my scholarship, citing ""moral turpitude."" I became a pariah, whispered about, pointed at, branded the ""psycho slut."" The injustice was a suffocating weight. How could my own family do this? How could everyone fall for their lies?

The world collapsed, and I fell into the dark, cold river. But instead of an ending, I woke up. Back in my bed, on SAT exam day. My alarm clock blared 6:00 AM. I had a second chance. And this time, they wouldn't win.",1,ct-v1-family|family|家庭|family
nrv_353f362ab64ea2d5100a277e,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",豪门惊梦：隐婚总裁宠不停,冷绍霆，商界权贵，跨国企业的执行总裁，长相俊美，性格温和，是很多女人做梦都想嫁的男人！但这都是冷绍霆出车祸，变成植物人之前。简一诺，简氏企业千金，名牌大学毕业，性格温和，长相甜美，还有一个相恋三年的男朋友。但这都是简父病重，简家破产，背负数亿债务之前。一纸结婚协议，曾经的名门千金躺在冰冷的手术台上，出卖子宫，为植物人冷绍霆代孕生子。就在她以为余生只能陪着植物人度过时，冷绍霆竟然清醒了……而他看到她的第一句话就是：“离婚！”,1,ct-v1-divorce|divorce|离婚|离婚
nrv_35653870bfcb2f093d167290,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",傅太太，求关注！,丰城第一名媛唐微微，在一场宴会上意外入傅少法眼，一秒闪婚，傅少宠妻无度，一路披巾斩棘，手刃白莲，渐渐互生情愫。“要不要干预？”“多事！”男人不冷不热，唇角却微微上扬。“满意吗？”“满意。”正想说点什么弥补，男人发话了，“那再好不过。唐小姐，我对你很感兴趣，如果你愿意的话，我们可以马上结婚。”唐微微：“……”,1,ct-v1-whirlwind-marriage|whirlwind-marriage|闪婚|闪婚
nrv_358c11f473102d9a3d200b1a,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",La Traición de que Me Ahogo,"Recibí la nota más alta de toda la ciudad en el examen de Selectividad: un 9.8 sobre 10.

Una pequeña sonrisa de alivio y orgullo se dibujó en mi rostro.

Pero esa simple sonrisa desató la furia de mi prima Camila, que había suspendido el examen, y, para mi horror, también la de mis padres.

Mi padre, Ricardo, me arrastró fuera del comedor y me empujó al pequeño invernadero de cristal.

Mi madre, Laura, con una mirada helada, me dijo que quizás un poco de falta de aire me haría bien, a pesar de que sabían que tengo asma severa.

Escuché el inconfundible sonido del candado cerrándose, y vi a mis padres marcharse, dejándome atrapada mientras Camila encendía los focos de calor.

Mis súplicas a mi madre fueron ignoradas, tachadas de  ""dramáticas"" , mientras ella huía con Camila al spa.

Incluso Elena, la fiel empleada del hogar, se vio obligada a bloquear la ventilación por miedo a que Camila cumpliera sus amenazas contra su hijo.

Atrapada en ese infierno sofocante, sentí la traición clavarse en mí más rápido que la falta de oxígeno.

¿Cómo podían mis propios padres ser tan ciegos y crueles, tan manipulados por la herencia y la culpa de Camila, hasta el punto de abandonarme a mi suerte?

La oscuridad comenzaba a cerrarse sobre mí, ¿acaso nadie iba a detenerme?

Con mis últimas fuerzas, arrastré mi cuerpo moribundo, busqué mi teléfono y marqué el 112.

Aquella llamada desesperada desencadenaría una serie de eventos que cambiarían mi vida para siempre, enfrentando la verdad y buscando la libertad que tanto me habían negado.",1,ct-v1-horror|horror|恐怖|horror
nrv_35c4763f69baf728745c6e91,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""20\""]"",[""null""]]",神醫醜妃：腹黑王爺別太撩,"現世紀的醫學天才，一朝穿越，不僅樣貌醜陋，還要嫁給瘸子王爺。
哪知，她這白撿的相公，風流倜儻英俊瀟灑，不忍見紅顏薄命，且看她如何以身爲藥引，解美人身上百種毒……",2,ct-v1-genius|genius|天才|天才 ;; ct-v1-time-travel|time-travel|穿越|穿越
nrv_36e911fd9800c737052c4870,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",山海间,人之所知，莫若其所不知。一曲琴音，将陆吾与太子长琴牵绊在一起，一场战役，又令二人天地相隔，遥遥相望。常言道：有缘终会相逢，只是相逢不识君。跌宕起伏的命运，最终只化为一句“你来了，我等你很久了。”你永远都不知道，这世间到底有多奇妙……于九州之中汝南之北，有一间阁楼，其名山海间。里面藏着一切你想不到却会是你所需要的东西。口嫌体正直攻×双面不靠谱受,1,ct-v1-crown-prince|crown-prince|太子|太子
nrv_387f62ad6137aa84662cb29a,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""19\""]"",[""null""]]",继承农田后，被小将军缠上了,"末世的异能大佬，一朝穿越，竟成了小可怜。
父母早逝和妹妹们相依为命，却被亲奶叔伯迫害，卖给了村里有名的流浪汉。
异世强者林听怎甘如此，她手握空间，赚钱发家，扶摇直上，脚踩渣渣，拳揍极品……
携手英武不凡的小将军，活得风生水起！",2,ct-v1-apocalypse|apocalypse|末世|末世 ;; ct-v1-time-travel|time-travel|穿越|穿越
