mapping_key,parent_mapping_key,raw_language_scope,scope_label,exact_raw_token,book_frequency,A_decision,A_target,A_confidence,B_decision,B_target,B_confidence,C_decision,C_target,C_confidence,D_decision,D_target,D_confidence,decision_vote_pattern,target_vote_pattern,consensus_tier,final_verdict,final_target,final_target_canonical_id,final_confidence,evidence_basis,minority_reason,owner_review_required
e4b2a304349b946aca15bf1478131077fedbb319db7b2ecd8c4318b478892005,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Short stories,72,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.85,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.98,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.9,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.92,4IGNORE_NON_CONTENT,IGNORE_NON_CONTENT×4,TIER_1_STRONG,ACCEPT_IGNORE,,,0.91,4/4一致：格式/兜底/目录型token，无独立内容检索语义（Others/短篇/图书家族）,,false
333f04f7ee8402006e7975f063b5499ce889413ba921273fb6a6ad1797910cae,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Werewolf,5,MAP_EXISTING,werewolf,0.95,MAP_EXISTING,werewolf,0.96,MAP_EXISTING,werewolf,0.9,MAP_EXISTING,werewolf,0.95,4MAP_EXISTING,werewolf×4,TIER_1_STRONG,ACCEPT_MAP,werewolf,ct-v1-werewolf,0.94,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
768b4e2c3b72abbaf086d75e74ff360238b030b5d490aa8b6b8506e5b822d5fc,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Xuanhuan,15,HUMAN_REVIEW,HUMAN_REVIEW,0.42,MAP_EXISTING,eastern-fantasy,0.8,MAP_EXISTING,eastern-fantasy,0.7,HUMAN_REVIEW,HUMAN_REVIEW,0.42,2HUMAN_REVIEW+2MAP_EXISTING,HUMAN_REVIEW×2; eastern-fantasy×2,TIER_5_SOURCE_DIRTY,DEFER_SOURCE_DIRTY,,,0.5,半数为兽人/Omegaverse言情（My Sister Took My Orc），半数修仙系统翻译——挂eastern-fantasy会把兽人言情灌入东方玄幻页；兽人gap已另行登记,B/C: eastern-fantasy（B自flag为过映射）,false
a93f082077eef943512360d3b9865ab659fc99a91e808b01a1fe5634a6cc7106,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,Young Adult,184,MAP_EXISTING,young-adult,0.82,MAP_EXISTING,young-adult,0.84,MAP_EXISTING,young-adult,0.85,MAP_EXISTING,young-adult,0.86,4MAP_EXISTING,young-adult×4,TIER_2_GOOD,ACCEPT_MAP,young-adult,ct-v1-young-adult,0.84,四家同decision同target；但书证存在部分反证：含继兄/霸凌/床伴等偏成人内容，青少年页有分级偏熟风险,,true
c1fa5e7c23a3fe0bbf6e1a408cc8f3427715211e961c4b93d34c92390b373466,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,图书,97,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.9,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.98,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.9,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.95,4IGNORE_NON_CONTENT,IGNORE_NON_CONTENT×4,TIER_1_STRONG,ACCEPT_IGNORE,,,0.93,4/4一致：格式/兜底/目录型token，无独立内容检索语义（Others/短篇/图书家族）,,false
a3a72a9624616fa066d4e9cedd008c7e31d2aacea224fc6febef70fe11dc3a78,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,女频,671,MAP_EXISTING,female-audience,0.93,MAP_EXISTING,female-audience,0.99,MAP_EXISTING,female-audience,0.95,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.96,3MAP_EXISTING+1IGNORE_NON_CONTENT,female-audience×3; IGNORE_NON_CONTENT×1,TIER_2_GOOD,ACCEPT_MAP,female-audience,ct-v1-female-audience,0.95,A/B/C一致映射；audience已是119正式facet（ct-v1-female-audience存在），书证全为女性向,D: IGNORE（视为运营二分旗——但artifact已建audience facet，忽略反而丢失已建模维度）,false
309a091dcdb1ca1675ba014c949447ddbc089fc3678b61bc1949a5984e028aa9,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""3\""]"",[""string"",""英语""]]",EN,男频,327,NEW_CANONICAL,NEW:male-audience,0.8,NEW_CANONICAL,NEW:male-audience,0.98,NEW_CANONICAL,NEW:male-audience,0.95,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.96,3NEW_CANONICAL+1IGNORE_NON_CONTENT,NEW:male-audience×3; IGNORE_NON_CONTENT×1,TIER_2_GOOD,ACCEPT_NEW_CANONICAL,NEW:male-audience,,0.92,A/B/C提出同一概念；119只有female-audience无对称男性向入口，8217本可进女性向而1684本男频书无入口，结构性不对称,D: IGNORE（主张女频男频同进同退；若Owner不扩audience则两者一并IGNORE）,false
143ef622ba40a9a0b4c77a8539d4107fed134b606c3e610d2fc93f2158390cb1,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Adulto Joven,52,HUMAN_REVIEW,HUMAN_REVIEW,0.5,MAP_EXISTING,young-adult,0.72,HUMAN_REVIEW,HUMAN_REVIEW,0.5,HUMAN_REVIEW,HUMAN_REVIEW,0.42,3HUMAN_REVIEW+1MAP_EXISTING,HUMAN_REVIEW×3; young-adult×1,TIER_5_SOURCE_DIRTY,DEFER_SOURCE_DIRTY,,,0.45,青少年标签下装载露骨情色（Toxic/El Arte del Sexo），52本，映射young-adult有分级安全风险；标签与内容系统性冲突,B: young-adult 0.72（分级风险，不采纳）,true
b735098486d0de7926048aa055fe25736ae2e063ab2c2b413ca5540b27ad0813,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Aventura,26,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.8,MAP_EXISTING,modern-romance,0.88,HUMAN_REVIEW,HUMAN_REVIEW,0.4,HUMAN_REVIEW,HUMAN_REVIEW,0.44,2HUMAN_REVIEW+1IGNORE_NON_CONTENT+1MAP_EXISTING,HUMAN_REVIEW×2; IGNORE_NON_CONTENT×1; modern-romance×1,TIER_5_SOURCE_DIRTY,ACCEPT_IGNORE,,,0.72,Adventure家族fallback桶：书证为18+情色合集/CEO言情/狼人混装，无稳定语义；按非内容桶关闭,B: modern-romance（会把情色合集灌入现代言情页，未采纳）；C/D: HUMAN_REVIEW,false
1a092a12e7d397ffdc1b7bd4bc71dade4255a6879b5a054a0712359a04d66089,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Ciencia Ficción,19,MAP_EXISTING,science-fiction,0.8,MAP_EXISTING,science-fiction,0.74,MAP_EXISTING,science-fiction,0.88,HUMAN_REVIEW,HUMAN_REVIEW,0.45,3MAP_EXISTING+1HUMAN_REVIEW,science-fiction×3; HUMAN_REVIEW×1,TIER_2_GOOD,ACCEPT_MAP,science-fiction,ct-v1-science-fiction,0.68,3/4一致；书证部分支持（2038年VR/入侵战争），但含天使奇幻与诗意言情噪声——列入过映射观察,D: HUMAN_REVIEW（无科幻机制样本）,false
645f75fad430e14763525442f9aee701d6160f68b9a04315e36a7c2179ff35d4,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Cuentos,19,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.85,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.98,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.9,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.92,4IGNORE_NON_CONTENT,IGNORE_NON_CONTENT×4,TIER_1_STRONG,ACCEPT_IGNORE,,,0.91,4/4一致：格式/兜底/目录型token，无独立内容检索语义（Others/短篇/图书家族）,,false
44d64a637bc5fa4962ba85614ae3c8b6beb4e6bcdedf0c1d60012c10840184c8,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Fantasía,74,MAP_EXISTING,fantasy,0.85,MAP_EXISTING,fantasy,0.88,MAP_EXISTING,fantasy,0.8,MAP_EXISTING,fantasy,0.82,4MAP_EXISTING,fantasy×4,TIER_1_STRONG,ACCEPT_MAP,fantasy,ct-v1-fantasy,0.84,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
017a5bf245d94b5124d70902e7c9331678a044d7a268925204678674dc6f6469,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Historia,7,HUMAN_REVIEW,HUMAN_REVIEW,0.5,HUMAN_REVIEW,HUMAN_REVIEW,0.38,HUMAN_REVIEW,HUMAN_REVIEW,0.5,HUMAN_REVIEW,HUMAN_REVIEW,0.46,4HUMAN_REVIEW,HUMAN_REVIEW×4,TIER_5_SOURCE_DIRTY,DEFER_SOURCE_DIRTY,,,0.42,4/4 HUMAN_REVIEW；交叉验证确认为来源侧脏数据：书证为家暴/家庭剧/虐恋，「历史」实为「故事」二义,,false
2bf7eed484238ab0aaad7d05bd98f1c1eee55bb45ae6a69353c10559862d86ec,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Hombre Lobo,87,MAP_EXISTING,werewolf,0.95,MAP_EXISTING,werewolf,0.96,MAP_EXISTING,werewolf,0.9,MAP_EXISTING,werewolf,0.95,4MAP_EXISTING,werewolf×4,TIER_1_STRONG,ACCEPT_MAP,werewolf,ct-v1-werewolf,0.94,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
8c7c963d396ce9fb12696f4974db1188903fe9b9c2a74fdad28b3721b0c385ec,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,LGBT+,18,NEW_CANONICAL,NEW:lgbtq-romance,0.8,NEW_CANONICAL,NEW:lgbtq,0.86,NEW_CANONICAL,NEW:lgbt-plus,0.85,NEW_CANONICAL,NEW:lgbt,0.84,4NEW_CANONICAL,NEW:lgbtq-romance×1; NEW:lgbtq×1; NEW:lgbt-plus×1; NEW:lgbt×1,TIER_1_STRONG,ACCEPT_NEW_CANONICAL,NEW:lgbtq-romance,,0.84,4/4提出同一新概念（slug各异：lgbtq-romance/lgbtq/lgbt-plus/lgbt，语义归一后同一identity）；书证为BL/GL/Omegaverse同性恋爱主线,B对泰语นิยายวาย另提boys-love子概念→归一为alias,false
071da7a5e9a82355ac1527a1fe1c0ef8605007607b1f116849cd21f4618eac77,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Mafia,54,MAP_EXISTING,mafia,0.93,MAP_EXISTING,mafia,0.92,MAP_EXISTING,mafia,0.9,MAP_EXISTING,mafia,0.92,4MAP_EXISTING,mafia×4,TIER_1_STRONG,ACCEPT_MAP,mafia,ct-v1-mafia,0.92,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
7a6e9662c0bc7773a01c3bb896c07a169c08163745cca2191311aeb8fb0bf204,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Moderno,287,MAP_EXISTING,modern-romance,0.9,MAP_EXISTING,modern-romance,0.95,MAP_EXISTING,contemporary-setting,0.85,MAP_EXISTING,modern-romance,0.9,4MAP_EXISTING,modern-romance×3; contemporary-setting×1,TIER_3_TARGET_CONFLICT,ACCEPT_MAP,modern-romance,ct-v1-modern-romance,0.88,女频共现~100%，书证全为现代豪门婚恋/复仇言情；modern-romance为检索等价入口,C: contemporary-setting（setting facet字面映射，不错但检索价值低）,false
db041b858bd2a6e0c004197a5848fa480253de7632e7b7969890672dee69882f,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Otros,18,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.95,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.98,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.9,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.94,4IGNORE_NON_CONTENT,IGNORE_NON_CONTENT×4,TIER_1_STRONG,ACCEPT_IGNORE,,,0.94,4/4一致：格式/兜底/目录型token，无独立内容检索语义（Others/短篇/图书家族）,,false
ac74c0e20803177ff53e8b4ed012d5efbafa78afd118a8040d3802116bc5893f,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Romance,250,MAP_EXISTING,romance,0.9,MAP_EXISTING,romance,0.95,MAP_EXISTING,romance,0.95,MAP_EXISTING,romance,0.95,4MAP_EXISTING,romance×4,TIER_1_STRONG,ACCEPT_MAP,romance,ct-v1-romance,0.94,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
436f653510ca6ec91b231aeebba9e7a23706261078419d5b0593bc7cd5637bc3,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Suspense,40,MAP_EXISTING,suspense,0.88,MAP_EXISTING,suspense,0.91,MAP_EXISTING,suspense,0.9,HUMAN_REVIEW,HUMAN_REVIEW,0.5,3MAP_EXISTING+1HUMAN_REVIEW,suspense×3; HUMAN_REVIEW×1,TIER_2_GOOD,ACCEPT_MAP,suspense,ct-v1-suspense,0.8,3/4一致；书证为失忆谎言/儿子死因调查/车库秘密等家庭悬疑,D: HUMAN_REVIEW（暗黑言情论）,false
f7b83ff89ef5fb91125bdc4343cdff4ec4016a77f49510fcff27c2bc6209343c,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Urbano,135,MAP_EXISTING,modern-romance,0.9,MAP_EXISTING,urban-setting,0.92,MAP_EXISTING,urban-setting,0.9,MAP_EXISTING,modern-romance,0.86,4MAP_EXISTING,modern-romance×2; urban-setting×2,TIER_3_TARGET_CONFLICT,ACCEPT_MAP,modern-romance,ct-v1-modern-romance,0.84,女频135/135，书证与同scope的Moderno高度同质（总裁复仇言情）,B/C: urban-setting（字面都市背景）,false
5f42632b1500fef9c3fbed34fbaf621e3c863212c54986f7946a430e1c2dcb27,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,Xuanhuan,4,HUMAN_REVIEW,HUMAN_REVIEW,0.42,HUMAN_REVIEW,HUMAN_REVIEW,0.55,MAP_EXISTING,eastern-fantasy,0.7,HUMAN_REVIEW,HUMAN_REVIEW,0.42,3HUMAN_REVIEW+1MAP_EXISTING,HUMAN_REVIEW×3; eastern-fantasy×1,TIER_5_SOURCE_DIRTY,DEFER_SOURCE_DIRTY,,,0.45,罗马化「玄幻」在非中文scope系统性失真：本scope书证为CEO言情/芭蕾重生/县令穿越混装，与玄幻无关；同字符串结论不得跨scope复制,B: 按书证给modern-romance类目标；C: eastern-fantasy（字面）,false
ba4411b19cc8f07128e4fd843d07869225b6a7b1ac238a064e8f97b3d302e966,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,图书,1,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.9,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.98,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.9,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.95,4IGNORE_NON_CONTENT,IGNORE_NON_CONTENT×4,TIER_1_STRONG,ACCEPT_IGNORE,,,0.93,4/4一致：格式/兜底/目录型token，无独立内容检索语义（Others/短篇/图书家族）,,false
2d6e77f2913bea276813fc01ce9f82841b8254222c64bf6cbb1d385d226762e1,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,女频,1039,MAP_EXISTING,female-audience,0.93,MAP_EXISTING,female-audience,0.99,MAP_EXISTING,female-audience,0.95,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.96,3MAP_EXISTING+1IGNORE_NON_CONTENT,female-audience×3; IGNORE_NON_CONTENT×1,TIER_2_GOOD,ACCEPT_MAP,female-audience,ct-v1-female-audience,0.95,A/B/C一致映射；audience已是119正式facet（ct-v1-female-audience存在），书证全为女性向,D: IGNORE（视为运营二分旗——但artifact已建audience facet，忽略反而丢失已建模维度）,false
4555d426ca18c8cbe88d8f290e0a2b244cfbd5f4487791cba162416ac36f021b,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""4\""]"",[""string"",""西语""]]",ES,男频,50,NEW_CANONICAL,NEW:male-audience,0.8,NEW_CANONICAL,NEW:male-audience,0.98,NEW_CANONICAL,NEW:male-audience,0.95,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.96,3NEW_CANONICAL+1IGNORE_NON_CONTENT,NEW:male-audience×3; IGNORE_NON_CONTENT×1,TIER_2_GOOD,ACCEPT_NEW_CANONICAL,NEW:male-audience,,0.92,A/B/C提出同一概念；119只有female-audience无对称男性向入口，8217本可进女性向而1684本男频书无入口，结构性不对称,D: IGNORE（主张女频男频同进同退；若Owner不扩audience则两者一并IGNORE）,false
c2b06f62ae95e2d4b4351964e59eff5bc08cbf4d3e59e153dd0ac14a95b95161,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Autres,16,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.95,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.98,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.9,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.94,4IGNORE_NON_CONTENT,IGNORE_NON_CONTENT×4,TIER_1_STRONG,ACCEPT_IGNORE,,,0.94,4/4一致：格式/兜底/目录型token，无独立内容检索语义（Others/短篇/图书家族）,,false
15406c6ebbc42b881ba3801e0730faf1f50349be5d18ef584b3de91aeb5138b6,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Aventure,55,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.8,HUMAN_REVIEW,HUMAN_REVIEW,0.6,HUMAN_REVIEW,HUMAN_REVIEW,0.4,HUMAN_REVIEW,HUMAN_REVIEW,0.44,3HUMAN_REVIEW+1IGNORE_NON_CONTENT,HUMAN_REVIEW×3; IGNORE_NON_CONTENT×1,TIER_5_SOURCE_DIRTY,ACCEPT_IGNORE,,,0.78,Adventure家族=男频侧fallback桶（共现几乎100%男频），无任何稳定内容语义：55/55男频，狼人/情色/复仇混装；与Others同性质，按非内容桶关闭。四家一致反对映射adventure,B/C/D: HUMAN_REVIEW；A: IGNORE——交叉验证后采A（共现+跨10个scope的系统性证据已足够）,false
2eb256d2e530f7f20d3f186a029f7b9e93d519a955f76ad0705a5908efb97d83,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Fantaisie,47,MAP_EXISTING,fantasy,0.74,HUMAN_REVIEW,HUMAN_REVIEW,0.55,MAP_EXISTING,fantasy,0.8,HUMAN_REVIEW,HUMAN_REVIEW,0.5,2MAP_EXISTING+2HUMAN_REVIEW,fantasy×2; HUMAN_REVIEW×2,TIER_5_SOURCE_DIRTY,DEFER_SOURCE_DIRTY,,,0.5,奇幻纯度约1/3（魔典/Omegaverse拍卖），且含露骨乱伦情色（LE GODE DE MA FILLE）——挂fantasy会带入严重噪声,A/C: fantasy（A自flag 3/5命中）,false
14991c059e9dc86bfa3201d1121c09a815355213639d2927eede11fa42fe49ed,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Histoire,49,HUMAN_REVIEW,HUMAN_REVIEW,0.5,HUMAN_REVIEW,HUMAN_REVIEW,0.35,MAP_EXISTING,historical-romance,0.7,HUMAN_REVIEW,HUMAN_REVIEW,0.46,3HUMAN_REVIEW+1MAP_EXISTING,HUMAN_REVIEW×3; historical-romance×1,TIER_5_SOURCE_DIRTY,DEFER_SOURCE_DIRTY,,,0.45,法语Histoire兼「历史/故事」二义，49本书证0历史设定（狼人/离婚/高定谋杀），实为通用故事桶,C: historical-romance（字面，被书证反证）,false
0f66949f1c491611d2da34cced0b4fcf940ec174a572240af4a16598916ee4ff,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Horreur,21,HUMAN_REVIEW,HUMAN_REVIEW,0.48,NEW_CANONICAL,NEW:horror,0.72,NEW_CANONICAL,NEW:horror,0.88,HUMAN_REVIEW,HUMAN_REVIEW,0.47,2HUMAN_REVIEW+2NEW_CANONICAL,HUMAN_REVIEW×2; NEW:horror×2,TIER_5_SOURCE_DIRTY,DEFER_SOURCE_DIRTY,,,0.47,书证为洪水背叛/子宫窃取/车库秘密等暗黑复仇言情，非恐怖类型（同token在阿语scope反而是真鬼屋——locale级投放差异）,B/C: NEW horror（字面）,false
c77e3141d7ccfa6928aac8f729b8efafa71fe4dbfc89c40a5d1decc2605d4ea4,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Jeunesse,20,MAP_EXISTING,young-adult,0.85,MAP_EXISTING,young-adult,0.94,MAP_EXISTING,young-adult,0.85,MAP_EXISTING,young-adult,0.86,4MAP_EXISTING,young-adult×4,TIER_1_STRONG,ACCEPT_MAP,young-adult,ct-v1-young-adult,0.88,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
44ff2d66c02f4390ba4482ce96886f3b8a40a3501838879b3c170c502e6132f9,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,LGBT+,8,NEW_CANONICAL,NEW:lgbtq-romance,0.8,HUMAN_REVIEW,HUMAN_REVIEW,0.6,NEW_CANONICAL,NEW:lgbt-plus,0.85,NEW_CANONICAL,NEW:lgbt,0.84,3NEW_CANONICAL+1HUMAN_REVIEW,NEW:lgbtq-romance×1; HUMAN_REVIEW×1; NEW:lgbt-plus×1; NEW:lgbt×1,TIER_2_GOOD,ACCEPT_NEW_CANONICAL,NEW:lgbtq-romance,,0.68,A/C/D归入同一LGBT概念；书证约半数为MM主线（棒球投手/银眼Alpha），含1本乱伦情色噪声,B: HUMAN_REVIEW(0.60),false
57d6bcd2a78f99cda55a550266ffbca3261f9371223f6c89e8537f82090978fe,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Loup-garou,162,MAP_EXISTING,werewolf,0.95,MAP_EXISTING,werewolf,0.96,MAP_EXISTING,werewolf,0.9,MAP_EXISTING,werewolf,0.95,4MAP_EXISTING,werewolf×4,TIER_1_STRONG,ACCEPT_MAP,werewolf,ct-v1-werewolf,0.94,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
46669b660b36278d1932cbe60fe628eb7820829b16651a7d9efb5652f30a0146,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Mafia,44,MAP_EXISTING,mafia,0.93,MAP_EXISTING,mafia,0.88,MAP_EXISTING,mafia,0.9,MAP_EXISTING,mafia,0.92,4MAP_EXISTING,mafia×4,TIER_1_STRONG,ACCEPT_MAP,mafia,ct-v1-mafia,0.91,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
40d2f054d889b111eaa1e98bee288c54fc2d25bb0baa6642bcdf468fc4a70cf9,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Milliardaire,125,MAP_EXISTING,wealthy-ceo,0.93,MAP_EXISTING,wealthy-ceo,0.93,MAP_EXISTING,wealthy-ceo,0.9,MAP_EXISTING,wealthy-ceo,0.93,4MAP_EXISTING,wealthy-ceo×4,TIER_1_STRONG,ACCEPT_MAP,wealthy-ceo,ct-v1-wealthy-ceo,0.92,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
7db00f837c00ecc0eb2063d8dd2378f63363bc86520071353d24721715951197,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Moderne,341,MAP_EXISTING,modern-romance,0.9,MAP_EXISTING,modern-romance,0.95,MAP_EXISTING,contemporary-setting,0.85,MAP_EXISTING,modern-romance,0.9,4MAP_EXISTING,modern-romance×3; contemporary-setting×1,TIER_3_TARGET_CONFLICT,ACCEPT_MAP,modern-romance,ct-v1-modern-romance,0.88,女频共现~100%，书证全为现代豪门婚恋/复仇言情；modern-romance为检索等价入口,C: contemporary-setting（setting facet字面映射，不错但检索价值低）,false
a828d42c5e6c0d4c778b45e6fa794f5042eaad6f79969865f550e9dd2e879135,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Nouvelle,8,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.85,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.98,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.9,IGNORE_NON_CONTENT,IGNORE_NON_CONTENT,0.92,4IGNORE_NON_CONTENT,IGNORE_NON_CONTENT×4,TIER_1_STRONG,ACCEPT_IGNORE,,,0.91,4/4一致：格式/兜底/目录型token，无独立内容检索语义（Others/短篇/图书家族）,,false
d90023719c14b814b4b64501daf1af5d69131c00d9dfc1ec024de2af4db731ec,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Romance,167,MAP_EXISTING,romance,0.9,MAP_EXISTING,romance,0.95,MAP_EXISTING,romance,0.95,MAP_EXISTING,romance,0.95,4MAP_EXISTING,romance×4,TIER_1_STRONG,ACCEPT_MAP,romance,ct-v1-romance,0.94,4/4 decision+target一致，代表书证与目标语义相符，无明显反证,,false
2d730fa1cfb7b026a027912a79fc9eae2d18ad09100921aabe3304a3dd49d61e,,"[""RAW_LANGUAGE_SCOPE_V1"",""[\""number\"",\""6\""]"",[""string"",""法语""]]",FR,Sci-Fi,15,MAP_EXISTING,science-fiction,0.72,HUMAN_REVIEW,HUMAN_REVIEW,0.58,MAP_EXISTING,science-fiction,0.88,HUMAN_REVIEW,HUMAN_REVIEW,0.45,2MAP_EXISTING+2HUMAN_REVIEW,science-fiction×2; HUMAN_REVIEW×2,TIER_5_SOURCE_DIRTY,DEFER_SOURCE_DIRTY,,,0.5,仅约1/3科幻（末日未来/Exo10），混入包办婚姻言情与魔法奇幻,A/C: science-fiction（纯度不足）,false
